gene_names,pg_n1,pg_n1n2,pg_n1Andn1n2,pg_full,pnl_n1,pnl_n1n2,pnl_n1Andn1n2,pnl_full,n1_size,n2_size,gene_ind,gene_name
ENSG00000276747.1,0.12263076548334295,0.9744359356471142,0.9369132635046737,0.7529481603999064,0.0706165282426085,0.9592070111982098,0.8277076516214076,0.8492193111683771,40000.0,138162.0,255.0,PADI6
ENSG00000179051.13,0.22202520553580302,0.08434246330266887,0.12384246853707859,0.8252899727882075,0.16444505760631345,0.1727957857618781,0.16852687799438298,0.879743877129499,40000.0,138162.0,256.0,RCC2
ENSG00000040487.12,0.10264700368583479,0.25632427169810457,0.14906781472721348,0.016542756906947953,0.1572860676808293,0.5984411906331968,0.291452266688522,0.10114736303015165,40000.0,138162.0,268.0,PQLC2
ENSG00000173436.13,0.49647322805620125,0.7338369253447257,0.6335637566600063,0.26970035066363585,0.5615843167647527,0.9644829393748007,0.9312893289158837,0.3400465252889626,40000.0,138162.0,270.0,MINOS1
ENSG00000158748.3,0.020169324952955203,0.8395571634968098,0.045334194598313504,0.04987412091919474,0.017874694671230984,0.8240531701476992,0.03917599312932046,0.07677117892804619,40000.0,138162.0,273.0,HTR6
ENSG00000169914.5,0.946635663822457,0.887125349000593,0.9273462221418578,0.9910828329846971,0.8432674515131922,0.9498369461197325,0.9234636157968266,0.6834343421176499,40000.0,138162.0,275.0,OTUD3
ENSG00000158825.5,0.01632224420580969,0.06754709794880004,0.026327125354857706,0.18262875884317942,0.01617403526427219,0.03781860871186782,0.022665220116128926,0.34966243219985194,40000.0,138162.0,283.0,CDA
ENSG00000127483.17,0.36381912449092413,0.7379686604301405,0.5736406973622671,0.41762951668390985,0.18645585282118993,0.9901194138825262,0.9792911531882429,0.5096143956124484,40000.0,138162.0,288.0,HP1BP3
ENSG00000117298.14,0.4417129531659669,0.2648358159967995,0.340421634014615,0.22419746565257154,0.2573833606877699,0.1996663377407989,0.22551289650175893,0.2657574260719128,40000.0,138162.0,292.0,ECE1
ENSG00000142794.18,0.4610450357636764,0.25997587626252905,0.34459566390572915,0.49831919550535464,0.4266760660694308,0.3080608767662183,0.36236272264750213,0.7940992592643534,40000.0,138162.0,295.0,NBPF3
ENSG00000076864.19,0.0014191927102292778,0.4653100512790411,0.0028369451158847814,0.9739188387065505,0.9638205667482234,0.6689102868043706,0.9329019617783603,0.9999999790738998,40000.0,138162.0,298.0,RAP1GAP
