gene_names,pg_n1,pg_n1.1,pg_n1.2,pnl_n1,pnl_n1.1,pnl_n1.2,pg_n1n2,pg_n1n2.1,pg_n1n2.2,pnl_n1n2,pnl_n1n2.1,pnl_n1n2.2,pg_full,pg_full.1,pg_full.2,pnl_full,pnl_full.1,pnl_full.2,n1_size,n2_size,gene_ind,gene_name
ENSG00000116237.15,0.2874712919195571,0.8022261064259577,0.6607475955013485,0.233558859384511,0.6623188908089891,0.7020555306789149,0.3279433686583157,0.5900016779011668,0.007641283257402806,0.1885109337046645,0.7372605242363747,0.057496829456500816,0.4636720570983304,0.14940816576215452,0.5071971629974086,0.6760073737711881,0.2199585305441406,0.3836985468437798,60000.0,118162.0,123.0,ICMT
ENSG00000187017.15,0.9502785883758368,0.027779812443884003,0.00998070240086757,0.8588143949758908,0.010333013851210724,0.013097875957691012,0.6214161669687444,0.9420510482553436,0.6236742209774347,0.503189578248741,0.9327743811482236,0.5972431764761966,0.3833797735389495,0.3230571413252891,0.14600777911612434,0.5786567926170496,0.22944289828711506,0.17450126946621167,60000.0,118162.0,126.0,ESPN
ENSG00000171680.21,0.8715943178685002,0.1863082579981825,0.6951924982885755,0.7617425412317094,0.2906656256337741,0.7713470967061211,0.18861462838992907,0.071714235937142,0.4061478426554797,0.18836905449421829,0.07941542549968293,0.3707904235988701,0.06750815786038512,0.40035081030316944,0.04370367618106555,0.0973735222741224,0.4758458071832015,0.04842478946947431,60000.0,118162.0,128.0,PLEKHG5
ENSG00000204859.12,0.5758533729638303,0.6725446843800653,0.07257085185600781,0.42623234617695294,0.29634728494382984,0.21391625914109808,0.8216154925808157,0.6645646802128469,0.744660599204545,0.5798455797711687,0.8071018970215234,0.5254843764735748,0.3152189826277114,0.124630482779265,0.32821229480047753,0.7948925487279412,0.7105121586261882,0.7878733827141831,60000.0,118162.0,130.0,ZBTB48
ENSG00000116273.5,0.2071788795494299,0.7180086736649419,0.8989077699978181,0.19095435470662145,0.8852820708629552,0.8051049265837543,0.5289076289686586,0.32576399953848806,0.3846500087831626,0.8818226736686605,0.3027793451245901,0.8844519511763826,0.6184490156441242,0.2501991691040872,0.2261681628767521,0.17832392914528586,0.7769981542978074,0.6463743114143514,60000.0,118162.0,131.0,PHF13
ENSG00000049245.12,0.4101911111530481,0.5234649741358124,0.8104839189048437,0.6091810763338564,0.7604560132208901,0.7439350913267764,0.6947366152502563,0.4189742512582987,0.4626351746122082,0.9651626767855438,0.4841894759522536,0.4403929166390765,0.2189826271907763,0.7972186693539617,0.8746621208890307,0.32409862767399844,0.8603101684780678,0.5273364110795966,60000.0,118162.0,136.0,VAMP3
ENSG00000142599.17,0.0060181722995758385,0.25106725855878986,0.04029474694265655,0.010815078600286123,0.23394788026410115,0.045301012226612425,0.7542020862386507,0.4891989613879442,0.6624553039981373,0.7502085845711353,0.4903046765517501,0.6594048285776901,0.04654176624989863,0.7161968452966871,0.3705005432333812,0.053311451662222016,0.6874396846543774,0.3433444189227769,60000.0,118162.0,145.0,RERE
ENSG00000228526.6,0.3670439691498325,0.14286701334005866,0.3243452085870901,0.37794148934699145,0.0992966675069125,0.5103472828211812,0.7979404407693189,0.4686479578863712,0.8027685112914649,0.8003274454751892,0.4347297209996569,0.7291173260474307,0.8775280917698163,0.5074334298653693,0.5676043279141793,0.8811071956037535,0.527627294350316,0.6990821412500697,60000.0,118162.0,153.0,MIR34AHG
ENSG00000054523.17,0.3539564885449019,0.10993995347067206,0.714752304673608,0.2270586054573689,0.08643637251956696,0.715157812496769,0.4510532086626365,0.2103947785005313,0.14075739766133666,0.4456934478904371,0.20702573090423465,0.14350657317132254,0.8239261081962057,0.18707106359796508,0.034877401007823265,0.9788177893880112,0.18199440065378025,0.05544634339587394,60000.0,118162.0,169.0,KIF1B
ENSG00000241563.3,0.44436993254517804,0.5493962605587821,0.17236649510153704,0.4414820639702759,0.789546681348508,0.3714028049089373,0.9696159864932554,0.7633129870618033,0.7109537166233939,0.4313857350020528,0.5730815798015383,0.7044361645502155,0.43302176390639335,0.18856308713637127,0.3330466015208885,0.8698866268598563,0.4444815320838323,0.08634794018305869,60000.0,118162.0,172.0,CORT
ENSG00000142655.12,0.5684144909803752,0.29549408506253155,0.5564438052659704,0.5696055572358725,0.2312628819827993,0.7541046798454593,0.7697340988432053,0.9740340203093564,0.6660775390642522,0.7623398019311973,0.983993331197222,0.8769742151064074,0.4045381751156063,0.9729810535214862,0.45418635916244393,0.4659242700526332,0.9585232317042292,0.9458710170122944,60000.0,118162.0,174.0,PEX14
ENSG00000198793.12,0.9379103859525916,0.8840706936876823,0.518553703123219,0.9114494601026012,0.8878614246163058,0.4331831833183908,0.39558221783802416,0.5797775572987303,0.9868271280369758,0.5222446334799189,0.7097586789891785,0.7360103294500259,0.3807033859479909,0.8578803575573579,0.7587415063353624,0.5708642634110439,0.7410545795255927,0.8663532078894918,60000.0,118162.0,185.0,MTOR
ENSG00000116661.9,0.18134414008219715,0.4215573210733665,0.8979641133115019,0.17820615883398785,0.7536858041185122,0.839124590712985,0.08585645647177495,0.3715232036626682,0.7830277978039794,0.06441904001384602,0.9861030397078224,0.544300697471465,0.2282318582911732,0.8795112592229251,0.3483163248313961,0.5521251809843806,0.9651479965068636,0.3319329587308301,60000.0,118162.0,189.0,FBXO2
ENSG00000177000.10,0.3878333698054336,0.35554587712316243,0.1338378348030859,0.5898478630025918,0.9956537392878242,0.1571392117707534,0.29415168501661065,0.020087041200223744,0.3833571705547645,0.2929564825527509,0.022131344486690557,0.3836708238712676,0.8248932192166223,0.9561869735604348,0.8545995926604968,0.5852968918070824,0.7699873584742924,0.8432374762386071,60000.0,118162.0,194.0,MTHFR
ENSG00000011021.21,0.5416426398543006,0.8470296571045101,0.982801291468172,0.6821176477118073,0.5985444835005411,0.8913094425247257,0.5885791720463804,0.2377844374530408,0.8075031481257929,0.705186132135101,0.2788389076197126,0.9997717071834826,0.6288210214605662,0.937496905035364,0.5818748149508688,0.8768091373300944,0.9107809703307655,0.609723805327881,60000.0,118162.0,195.0,CLCN6
ENSG00000242349.5,0.7208988179720239,0.5191089850417255,0.7573138727041889,0.35430533865973907,0.9941008652025476,0.808765640187677,0.5905629072677243,0.3843719127684998,0.6305489682136964,0.23847838800631105,0.3636890462011808,0.8097284904049893,0.09286313612995756,0.06040273829195975,0.4611828543891052,0.14534569109124995,0.2513763040866772,0.6356613090945133,60000.0,118162.0,196.0,NPPA-AS1
ENSG00000116685.15,0.3325437114702532,0.9070513887870991,0.5374576870721354,0.9485777373682094,0.827275913994157,0.6999523254885285,0.8314187254218148,0.8438803207238961,0.6503460830979497,0.5502968061936089,0.6495516860075564,0.8931386702621202,0.5142354963538011,0.772006616987481,0.8769705210934116,0.3089873640495989,0.8751409327521031,0.8102758252986496,60000.0,118162.0,199.0,KIAA2013
ENSG00000083444.16,0.12805365235448132,0.30707055211061585,0.03904712726326432,0.6083502551706461,0.4081300883362141,0.09547722737001836,0.8608773325260359,0.8906837866490267,0.643972235362885,0.8159523411506572,0.9995009985044684,0.8510825862272595,0.5048090719759257,0.07721245520323435,0.5106366887978578,0.4787251645777633,0.10173692850722713,0.4583369169806637,60000.0,118162.0,200.0,PLOD1
ENSG00000116688.16,0.2838146161809018,0.18577449869022708,0.11952234146249735,0.5922600406749854,0.21545364451762924,0.1906083410905782,0.2978234275037435,0.3809738313388081,0.4298353707005925,0.35968669300830297,0.4070070114105959,0.8741847517988768,0.2472594461239859,0.9954979652239724,0.5400068222290959,0.4574225511456721,0.649057845761786,0.7632817953691791,60000.0,118162.0,201.0,MFN2
ENSG00000116691.10,0.2590307308352429,0.8144761581895777,0.055558180349335635,0.30570091584495196,0.7524163992402992,0.13112923478208005,0.11072534555033016,0.122083965369714,0.4804536574728368,0.11870913714307715,0.1433949062451295,0.5095178020149609,0.3511034850125675,0.5436822330338806,0.1608026097858911,0.2779563417225371,0.4917603438255008,0.16182237221686832,60000.0,118162.0,202.0,MIIP
ENSG00000228140.1,0.40910974520191856,0.28482668937982025,0.970740467589381,0.3711961635365157,0.2816970504960179,0.9820339459069788,0.051811486606079364,0.9825832294976832,0.048442103331892375,0.05149644832997192,0.9494760270340142,0.05219033492034133,0.3896513731274378,0.4134971490985797,0.8138822972000492,0.3699691987328924,0.4017418115694885,0.8460613032423936,60000.0,118162.0,212.0,RP3-467K16.4
ENSG00000197312.11,0.4097703076249368,0.4978605568163425,0.6035131682938532,0.3983597348052814,0.4477126656482926,0.5762102418540457,0.3551666805540219,0.5753216119729099,0.9989542646173212,0.34532891851526004,0.5622948005772591,0.9801535883822988,0.6614776762386625,0.4042401152220979,0.2772748234238792,0.6675106829183699,0.38566929274876616,0.3890478336346943,60000.0,118162.0,221.0,DDI2
ENSG00000116786.11,0.5491125695182911,0.7486840140599336,0.054718097270201285,0.5690645173097073,0.793269064845124,0.13633641029757884,0.1524421698308144,0.12706896404659976,0.26456451910791784,0.20044807615293184,0.11319375569932805,0.3537567545419651,0.8328652352741542,0.6509146865209652,0.08338994564587206,0.8083009106638536,0.9561676414695685,0.3921117986336399,60000.0,118162.0,222.0,PLEKHM2
ENSG00000162461.7,0.3847298425365873,0.6375460969156231,0.09261072963499874,0.33153386221813785,0.7640253072641825,0.04140944299943505,0.6031817897205409,0.8033924861490152,0.5222337267173607,0.8249450768310349,0.9141593142698216,0.5054459303654348,0.8953479032393811,0.8390448489575966,0.8755728026954748,0.3401900687476653,0.9109355034437808,0.9463379472035124,60000.0,118162.0,223.0,SLC25A34
ENSG00000142632.16,0.9817252871680148,0.21514259882116807,0.08792930966231077,0.9842894231882132,0.41368658558243454,0.06129721057021456,0.5077319469043786,0.16371179967718513,0.16114031073486976,0.571147138926978,0.32838114509540994,0.4607797969780961,0.03720500011773843,0.9807465830210036,0.886593072276407,0.16082866205001514,0.691278468392736,0.8289563682825272,60000.0,118162.0,234.0,ARHGEF19
ENSG00000237276.8,0.07645609956045968,0.3038768616526686,0.11187007334942572,0.04828262505848523,0.5157534178418228,0.10783361391913758,0.1688935269012507,0.0518528720446007,0.038952481819716465,0.2108041369674928,0.10034410765233416,0.0646167574067988,0.6975768913280649,0.2687342668635251,0.011234817020535071,0.7943108176843935,0.16363483509151966,0.2854704587121915,60000.0,118162.0,235.0,ANO7L1
ENSG00000157191.19,0.3547371297350025,0.048125656436803145,0.4846557093878711,0.3236644376958913,0.05277929390493525,0.8968985230505682,0.10436223559237484,0.0760084606126013,0.288662417035395,0.10136855925897796,0.06843533329745842,0.2514823966918439,0.07571176818233606,0.3617540206699361,0.8296567564980989,0.07158680530749749,0.499277938673347,0.8752479353536636,60000.0,118162.0,240.0,NECAP2
ENSG00000226029.1,0.7514997919042385,0.4205741681788479,0.5789177618054195,0.4702749136969521,0.7537165739252762,0.9429192031807808,0.8005308965817343,0.5363201957779384,0.8607049012619297,0.7044602263441505,0.8620804358894136,0.8705527830981709,0.6401549108030018,0.17688450355917826,0.3138140387022381,0.2334104563503165,0.9663954635672316,0.9613993440587904,60000.0,118162.0,241.0,LINC01772
ENSG00000080947.14,0.6447999805653188,0.4337721584803941,0.9736806581174532,0.6026445008329719,0.6777144371788285,0.970144079298036,0.4775856786111681,0.9709997231801396,0.7877569262161813,0.6604255317673771,0.7671405181371752,0.9223809099863726,0.9959269646379176,0.2131836117546292,0.4340098093195733,0.9134731750584326,0.4894935250484811,0.4640577520988729,60000.0,118162.0,242.0,CROCCP3
ENSG00000219481.10,0.2416170699903931,0.4330823522239923,0.4469023980912693,0.9526850181631769,0.94739950382167,0.7492387265433491,0.6714812307895084,0.3430629682437156,0.5081330173310992,0.31591674729952485,0.11188170901803747,0.6330109032053197,0.6016011946175271,0.3135621662218548,0.928077881150785,0.4646277027896864,0.4667983280082872,0.2319288625694643,60000.0,118162.0,243.0,NBPF1
ENSG00000186301.8,0.4968517067414994,0.18466249930286396,0.13728374849175382,0.9852192610836314,0.5434229001955158,0.11907611739173063,0.7460922479043799,0.9801534828389488,0.9812767721858602,0.7483748836427351,0.8889534828074372,0.9167736655435994,0.8668239415880149,0.9460314189221108,0.5031719764896146,0.9498833425055112,0.9852116051585402,0.4944146777572733,60000.0,118162.0,244.0,MST1P2
ENSG00000215908.10,0.26445862137615306,0.8270290931649295,0.6150307805920376,0.22476518646558336,0.8199835329821632,0.7512795326143759,0.8141698781502915,0.7077432732150127,0.5073967724323636,0.7617569458739285,0.7238187425142419,0.5235795758959191,0.6066799131512883,0.6863437450544055,0.5490420394890755,0.5435120445163429,0.6870696295948376,0.8119471145154955,60000.0,118162.0,245.0,CROCCP2
ENSG00000186715.10,0.014997694520055437,0.5458262931275795,0.3734662695974755,0.021907479571102832,0.5070150953651479,0.3744723921829627,0.012857646907825176,0.9034563074130962,0.5251748427737983,0.01800549223504106,0.7976783270568761,0.6954555772359017,0.9039616295646956,0.07186808553806487,0.8439701898056501,0.8833786254834775,0.06267354459590882,0.9858488912677096,60000.0,118162.0,246.0,MST1L
ENSG00000058453.16,0.26151033282751585,0.2406792736153617,0.21178721209746126,0.2601952251736341,0.6679191515533331,0.4925379603216922,0.9651966560157984,0.5881824206907273,0.12347433302902025,0.4765516443840694,0.7308554938168292,0.33993446775766234,0.7677800279117852,0.522171959036381,0.3174101197774439,0.803324937705173,0.6495588134405084,0.9580945232610591,60000.0,118162.0,250.0,CROCC
ENSG00000117115.12,0.7557265751361194,0.11959833986056133,0.38565806610886655,0.8395386474888805,0.30924977314819296,0.5098025088619209,0.9408508049268199,0.505101909017718,0.3810050248530289,0.9024699734886392,0.1871019982540041,0.7992586188554412,0.8299294887092493,0.4493714922869087,0.9472892335949632,0.9004142221479553,0.5212461786821194,0.3980815625792945,60000.0,118162.0,253.0,PADI2
ENSG00000276747.1,0.8411937478411879,0.2410008836740139,0.012099939118862904,0.9713370637807076,0.6635117389127694,0.4921525037396991,0.7832422320740707,0.76036651287238,0.08751401860207976,0.6521612331830302,0.9262217299000984,0.07538144846486068,0.03940449315537853,0.07071356680651336,0.9036238987068496,0.05964317935747283,0.049703661179303485,0.6054544225017447,60000.0,118162.0,255.0,PADI6
ENSG00000179051.13,0.6500885278141689,0.8461986031976392,0.4207473019041964,0.9279441749223101,0.5706851983138216,0.35691126687366503,0.3121629035499484,0.5779712819556712,0.28658144477695663,0.4437892757857986,0.8656249149635373,0.228718715528946,0.1145075031330701,0.6371259470220393,0.6117089564834775,0.4604343960830457,0.4884070891695267,0.7366013645124186,60000.0,118162.0,256.0,RCC2
ENSG00000040487.12,0.4007697182570253,0.2569849996074557,0.5023643044305142,0.4543822653966617,0.2097669948287564,0.5276787036954229,0.6221975574277954,0.4458931920443442,0.02980459908525417,0.32803689654753665,0.5848532366534711,0.028509069681587007,0.7935755415857102,0.5806745203754952,0.07704696553371429,0.7080275862002485,0.6177162580151485,0.2360428301404549,60000.0,118162.0,268.0,PQLC2
ENSG00000173436.13,0.2353911584223673,0.0076040779859929035,0.5628221834790363,0.2171869727173676,0.07610573978367488,0.5561335682668994,0.15507110725200096,0.7220960568572492,0.04623160341933087,0.2767010638847125,0.8604193105221126,0.08748765546163344,0.6800532655682939,0.6904079425331568,0.2013967218010836,0.4634756785557539,0.6113626522489777,0.2089372927867678,60000.0,118162.0,270.0,MINOS1
ENSG00000158748.3,0.5052757502609606,0.5880115379117998,0.32559808601066603,0.5679428035341398,0.6286794579907379,0.340781648364485,0.41435410480949453,0.3807344551057179,0.07418550365082785,0.4115116632593052,0.38910654315818816,0.09656543996362044,0.09602601594845876,0.6340767605692168,0.4697293379560715,0.09003748942546329,0.6345573641820699,0.582077266483094,60000.0,118162.0,273.0,HTR6
ENSG00000169914.5,0.10078582082284436,0.762667762712502,0.07611231606304165,0.10308611140056877,0.7189348089468816,0.0867306234277722,0.7831312355782094,0.5095992865572965,0.5930697058656568,0.7670482368953755,0.5085176722391624,0.6379218640283808,0.6644186689428239,0.9382585419686602,0.8937711367491097,0.7001770525508866,0.9728784439839476,0.9739664845244096,60000.0,118162.0,275.0,OTUD3
ENSG00000158825.5,0.5775640204617649,0.27260719632949976,0.13296021610626227,0.471013187179003,0.3486431569013714,0.2888773631817135,0.5076403468506119,0.3558452170242583,0.2048415485478325,0.7506978584707352,0.5541014986663726,0.17978935587589004,0.0079208734910754,0.1150967228194272,0.011403469090945455,0.05551250783058264,0.9999999631064856,0.14818564233440307,60000.0,118162.0,283.0,CDA
ENSG00000127483.17,0.5144695318399133,0.6427084849038721,0.13885735858031847,0.4988660216449386,0.6363850375574152,0.3204356473049176,0.4908933867762233,0.9176044500860904,0.3664439859507324,0.34751039637638514,0.6937959550845614,0.3992674237523693,0.6526471327229991,0.20585633803232486,0.5160940482943219,0.6982958980482241,0.2278230475934605,0.5908106720005345,60000.0,118162.0,288.0,HP1BP3
ENSG00000117298.14,0.5334772871133386,0.10333871952838254,0.24024058973355195,0.5356649908332359,0.06938509149564713,0.1962309642606844,0.825626460817942,0.3640379773284033,0.3764117733918856,0.8510528582805189,0.3653083433337521,0.3340385081009518,0.9550498197483852,0.7626622014148825,0.3102280509632403,0.8899806879037815,0.8352364567926993,0.31130907709950084,60000.0,118162.0,292.0,ECE1
